-0.386,0.967,0.695,0.51,0.022,0.985,0.892,0.328,-0.267,0.093,4.618,0.0
0.52,-0.163,0.716,-0.826,-0.489,0.831,0.444,-0.871,-0.387,-0.13,2.241,0.0
-0.702,0.11,-0.145,-0.204,0.163,0.895,0.758,-0.394,0.207,0.303,1.827,0.0
0.776,-0.253,0.04,0.912,-0.544,-0.421,0.982,0.712,-0.194,0.759,3.526,0.0
0.636,-0.849,0.604,0.714,-0.852,-0.356,0.307,0.699,-0.209,-0.516,2.734,0.0
-0.618,0.852,-0.608,-0.09,0.037,0.521,0.207,0.297,0.423,0.75,6.716,0.0
0.913,-0.601,-0.686,0.87,0.587,0.119,-0.583,0.46,0.235,0.028,0.029,0.94868
0.433,-0.11,-0.729,-0.504,-0.521,0.28,-0.2,-0.454,0.785,0.92,3.133,0.0
-0.71,-0.365,-0.57,0.419,-0.429,0.038,-0.71,0.767,-0.416,-0.73,4.14,0.0
0.427,-0.568,0.104,-0.318,0.164,-0.645,-0.97,-0.732,0.93,0.043,4.297,0.0
0.007,-0.243,-0.004,-0.196,-0.601,0.757,0.518,0.259,0.243,0.827,0.464,0.97073
0.833,-0.938,0.776,-0.722,-0.189,0.135,0.063,0.012,0.36,-0.992,2.684,0.0
0.4,-0.62,0.633,-0.01,0.651,-0.278,0.45,0.527,-0.315,-0.71,3.076,0.0
0.967,-0.763,-0.435,0.96,0.535,-0.957,0.96,0.148,0.419,-0.221,1.171,0.58777
-0.685,0.325,-0.194,-0.974,0.523,0.94,-0.736,-0.332,-0.884,0.484,4.932,0.0
-0.849,0.859,-0.017,0.745,0.422,0.86,-0.674,-0.293,-0.68,0.776,2.648,0.0
-0.079,0.549,-0.159,0.697,-0.425,0.155,-0.753,0.495,-0.975,0.294,2.134,0.0
-0.864,0.734,0.428,0.58,0.446,0.393,-0.87,0.112,-0.782,-0.917,0.728,0.0
-0.434,0.3,-0.132,0.293,-0.466,-0.268,0.489,-0.222,0.922,-0.962,3.483,0.0
-0.661,-0.52,0.171,0.825,0.103,0.777,-0.595,-0.794,-0.242,-0.583,0.464,0.0
0.236,0.511,-0.384,-0.422,-0.362,-0.013,-0.35,0.49,0.287,-0.824,5.103,0.0
0.756,0.953,0.605,0.131,-0.617,-0.083,-0.569,0.503,0.248,0.144,5.767,0.0
0.407,0.679,-0.038,0.935,-0.813,-0.926,-0.564,0.624,0.757,0.689,4.504,0.0
-0.892,0.37,-0.684,-0.885,0.215,0.872,0.262,0.442,0.57,0.117,3.198,0.0
-0.675,-0.833,-0.793,-0.779,0.549,0.346,0.955,-0.423,-0.875,0.566,5.824,0.0
0.772,-0.771,0.854,-0.229,-0.54,-0.411,-0.29,0.443,0.189,0.518,2.084,0.0
-0.217,-0.844,0.715,-0.258,-0.058,0.03,0.559,-0.758,0.607,-0.028,6.003,0.0
0.038,0.16,-0.202,-0.707,-0.624,-0.229,-0.817,0.575,0.221,-0.796,4.375,0.0
0.948,0.97,0.024,-0.177,-0.243,0.053,-0.072,0.829,-0.935,-0.999,5.838,0.0
-0.461,-0.316,0.321,0.278,-0.343,0.405,-0.871,0.527,-0.048,0.552,6.445,0.0
-0.979,0.116,-0.92,0.702,-0.735,0.04,-0.953,0.44,-0.423,0.159,4.554,0.0
-0.301,0.247,-0.135,0.434,0.539,0.369,-0.47,-0.453,0.091,0.848,4.704,0.0
0.691,-0.952,0.565,-0.908,-0.816,-0.952,-0.84,0.113,-0.373,-0.735,0.978,0.0
-0.902,0.606,0.363,-0.448,-0.44,-0.244,-0.91,0.615,-0.236,-0.525,2.448,0.0
-0.408,-0.117,-0.575,-0.81,0.034,0.53,0.932,-0.153,0.139,0.678,0.478,0.5883
-0.783,0.548,-0.979,0.867,0.488,0.854,0.449,0.467,0.305,-0.641,6.309,0.0
-0.692,0.961,0.295,-0.686,-0.002,0.37,0.231,-0.652,-0.188,-0.371,3.14,0.0
0.909,0.448,-0.167,0.141,-0.429,-0.32,0.32,0.362,-0.125,0.162,0.014,1.0
-0.289,0.166,0.978,-0.276,0.909,0.176,-0.911,0.527,0.181,-0.303,3.626,0.0
0.732,-0.841,-0.174,0.604,0.881,-0.569,0.301,0.878,-0.844,-0.176,6.388,0.0
0.408,0.122,-0.674,0.673,-0.536,-0.967,0.338,0.119,0.534,0.138,6.302,0.0
0.82,0.527,-0.511,0.944,-0.061,-0.288,-0.809,0.429,0.871,-0.336,5.589,0.0
0.431,0.621,-0.465,0.691,-0.717,-0.638,-0.048,-0.258,-0.637,-0.047,6.395,0.0
-0.425,0.57,-0.56,0.179,-0.659,0.708,-0.865,-0.585,-0.419,0.915,6.238,0.0
0.041,0.395,-0.159,-0.903,0.475,0.16,-0.317,-0.434,0.34,0.672,1.42,0.0
-0.594,-0.596,-0.26,-0.197,-0.862,-0.995,-0.759,0.739,0.604,-0.65,1.556,0.0
0.486,-0.359,-0.073,-0.346,0.637,0.814,-0.761,-0.447,0.434,0.258,4.318,0.0
0.647,0.368,-0.027,0.971,-0.329,0.71,-0.325,-1.0,0.915,-0.003,5.667,0.0
0.706,-0.192,-0.559,-0.517,0.664,-0.091,0.575,0.304,0.52,-0.208,1.192,0.6311
0.905,-0.353,-0.288,-0.683,0.32,0.697,-0.771,0.108,-0.018,-0.348,1.577,0.0
-0.086,-0.569,0.048,-0.035,-0.826,-0.899,0.328,0.857,0.419,-0.726,1.292,0.0
-0.587,-0.588,0.598,0.36,-0.859,-0.981,0.221,-0.084,0.265,0.04,6.209,0.0
0.014,-0.597,0.319,0.892,-0.866,-0.099,-0.724,0.914,-0.356,-0.791,2.313,0.0
-0.579,-0.923,0.211,-0.556,0.037,0.545,-0.745,-0.704,0.478,-0.634,5.417,0.0
0.001,-0.645,-0.223,-0.204,-0.529,0.626,0.869,0.716,0.947,-0.727,0.05,0.99997
0.802,-0.482,0.131,-0.093,-0.63,-0.151,0.944,0.529,-0.477,-0.034,2.798,0.0
0.615,-0.126,-0.529,-0.471,-0.825,-0.366,-0.87,-0.415,0.957,-0.973,3.405,0.0
0.74,-0.196,-0.374,-0.011,0.906,0.427,0.761,0.886,0.122,0.49,6.595,0.0
0.373,0.077,0.839,-0.908,0.682,0.457,0.926,0.667,-0.623,0.265,6.267,0.0
0.968,0.89,-0.96,0.265,0.907,0.531,-0.3,0.475,-0.772,-0.505,6.231,0.0
-0.268,-0.532,0.546,0.609,-0.2,-0.791,0.155,0.642,0.294,0.893,2.155,0.0
0.038,-0.972,0.733,-0.327,-0.395,0.908,0.464,0.411,-0.481,-0.42,2.612,0.0
0.949,0.322,-0.02,-0.637,-0.247,0.33,0.983,-0.486,0.294,0.529,2.384,0.0
1.0,0.53,0.011,0.814,-0.426,0.897,0.886,0.505,-0.44,0.916,1.363,0.98147
-0.273,0.878,-0.429,0.107,0.954,0.896,0.208,0.065,-0.373,0.293,0.086,0.99918
-0.612,0.441,-0.171,0.062,0.117,0.124,-0.549,0.046,0.118,-0.2,0.814,0.0
0.552,-0.072,0.801,-0.227,-0.899,-0.625,0.217,0.243,-0.432,-0.318,3.176,0.0
-0.01,0.377,-0.52,0.058,-0.574,-0.74,0.153,0.999,-0.336,0.053,2.755,0.0
0.554,-0.774,0.185,-0.618,0.948,-0.411,0.647,0.018,-0.737,-0.797,1.799,0.0
-0.866,-0.853,0.542,-0.367,0.388,-0.203,-0.441,0.415,0.023,0.815,1.178,0.0
0.593,-0.144,0.71,0.125,-0.506,0.674,0.04,0.789,0.83,0.162,7.123,0.0
0.238,0.184,-0.464,0.609,0.107,-0.049,-0.934,-0.341,-0.76,-0.62,0.385,0.0
-0.179,-0.918,0.565,-0.63,0.832,-0.016,0.225,-0.825,-0.157,-0.601,6.659,0.0
0.229,-0.104,0.039,-0.384,0.526,-0.774,-0.711,-0.946,0.758,0.071,5.524,0.0
0.276,-0.611,-0.196,0.513,-0.828,-0.998,-0.084,0.871,0.179,-0.427,6.723,0.0
0.261,-0.286,-0.695,-0.439,-0.144,-0.576,0.548,-0.327,0.808,0.244,2.755,0.0
0.008,-0.6,0.875,0.882,0.223,0.484,-0.063,-0.19,0.654,-0.522,6.916,0.0
0.618,-0.816,-0.118,-0.216,-0.346,0.083,0.516,0.663,0.683,0.146,1.52,0.19223
-0.163,-0.104,-0.013,-0.087,-0.839,0.406,-0.349,0.73,-0.536,0.883,6.716,0.0
0.48,-0.88,0.071,-0.288,0.886,0.519,0.754,-0.896,-0.883,0.172,5.696,0.0
-0.544,0.812,-0.664,0.669,-0.704,-0.001,-0.099,-0.202,-0.172,0.23,3.033,0.0
-0.46,0.672,0.27,-0.94,0.477,-0.635,0.205,0.07,-0.761,0.037,1.32,0.0
-0.777,0.921,0.219,0.495,-0.5,0.345,0.071,0.166,-0.473,0.634,5.453,0.0
-0.223,0.466,0.78,-0.199,-0.823,0.699,0.752,-0.899,0.372,0.69,1.249,0.00298
0.701,-0.936,-0.709,-0.499,-0.317,-0.308,-0.744,-0.2,0.971,-0.405,3.419,0.0
0.97,0.763,-0.674,0.352,0.985,0.766,-0.909,0.005,0.387,-0.772,0.414,0.57508
-0.455,-0.293,-0.342,0.268,-0.425,-0.277,0.682,-0.608,0.956,-0.706,3.733,0.0
0.693,0.989,0.778,-0.514,0.395,0.122,0.055,-0.243,0.908,-0.22,6.238,0.0
-0.959,-0.558,0.908,-0.685,-0.342,0.429,0.436,-0.99,-0.716,-0.528,6.595,0.0
-0.319,-0.907,-0.315,1.0,0.966,0.542,0.026,0.084,0.156,0.163,3.469,0.0
0.075,0.818,0.147,0.553,-0.244,-0.509,-0.943,0.989,-0.526,-0.928,1.699,0.0
-0.432,-0.905,-0.63,0.743,-0.726,0.618,0.653,-0.806,-0.809,-0.977,6.766,0.0
-0.476,0.106,0.681,0.541,0.679,0.733,-0.651,0.781,-0.851,-0.029,0.343,0.14756
0.262,0.92,0.543,-0.118,0.648,0.812,0.741,0.395,-0.638,0.162,0.914,0.99975
0.837,0.544,-0.604,0.159,-0.352,0.042,0.041,0.713,0.859,-0.286,2.712,0.0
0.878,-0.407,0.906,0.093,0.761,-0.637,0.06,0.145,0.503,-0.019,1.77,0.00029
0.966,-0.417,0.09,0.556,0.815,0.057,0.317,0.562,0.567,0.082,4.375,0.0
0.297,-0.72,0.346,0.023,0.573,-0.773,0.754,0.752,-0.291,-0.874,5.531,0.0
0.795,-0.351,0.851,0.369,-0.245,0.067,-0.363,-0.574,0.222,0.755,2.063,0.0
0.716,0.605,0.345,-0.376,-0.912,-0.99,-0.009,-0.463,0.755,0.875,5.403,0.0
-0.696,0.016,0.418,-0.376,0.626,0.019,-0.094,0.214,0.045,-0.431,5.653,0.0
-0.834,-0.564,-0.519,0.7,-0.552,0.587,0.656,0.471,-0.13,-0.036,3.212,0.0
0.396,0.89,0.188,-0.058,-0.4,-0.616,0.02,-0.533,-0.26,0.154,4.154,0.0
-0.957,0.887,0.826,0.296,-0.425,-0.119,-0.936,0.771,-0.419,-0.542,2.812,0.0
-0.519,0.548,0.539,0.939,-0.347,-0.267,0.757,0.481,0.134,-0.402,3.633,0.0
-0.003,-0.985,0.339,0.693,-0.643,0.16,0.309,0.705,-0.46,0.707,2.334,0.0
-0.499,0.803,0.102,-0.629,-0.131,0.881,0.824,-0.266,0.033,0.759,5.068,0.0
0.245,0.748,0.499,-0.584,0.345,-0.352,0.04,-0.723,0.589,-0.075,4.868,0.0
-0.19,-0.987,0.988,-0.562,-0.186,-0.438,-0.303,0.38,-0.755,-0.984,3.219,0.0
0.93,-0.035,-0.826,-0.433,0.94,0.691,-0.442,-0.411,-0.145,-0.732,3.426,0.0
-0.188,-0.544,-0.108,0.651,-0.558,-0.297,0.06,0.287,0.221,0.905,4.704,0.0
0.835,-0.839,0.679,-0.54,0.291,-0.42,-0.392,0.345,0.497,-0.007,4.803,0.0
-0.505,0.456,0.327,0.347,-0.22,0.741,0.932,-0.361,-0.422,-0.061,3.212,0.0
0.216,-0.869,0.96,-0.694,-0.025,-0.917,-0.091,0.892,-0.305,-0.02,0.2,0.38571
0.596,-0.24,-0.146,0.956,0.816,-0.257,-0.492,-0.983,-0.749,0.006,1.991,0.0
-0.647,-0.198,-0.69,-0.25,0.574,-0.114,0.846,-0.475,-0.818,0.671,3.797,0.0
0.924,0.201,0.253,-0.411,-0.825,-0.203,-0.346,0.983,0.86,-0.972,1.913,0.0004
-0.357,-0.623,-0.483,-0.133,0.676,-0.964,0.635,0.146,0.319,-0.233,3.019,0.0
-0.449,-0.35,0.339,-0.312,-0.649,0.129,0.614,-0.255,0.685,0.065,2.841,0.0
0.965,-0.437,-0.698,0.346,-0.504,0.72,0.51,-0.983,0.258,-0.964,0.921,0.0
0.045,-0.567,-0.521,-0.132,-0.591,-0.567,0.505,0.121,0.414,-0.918,2.448,0.0
0.565,0.023,0.1,-0.389,0.162,0.63,0.615,0.826,0.856,-0.496,2.891,2e-05
-0.595,0.938,-0.608,0.997,0.799,0.343,-0.384,-0.753,-0.65,-0.658,6.331,0.0
0.407,-0.448,-0.273,-0.037,0.591,0.372,-0.506,0.717,0.32,0.696,1.727,1e-05
-0.461,0.983,-0.668,-0.555,0.869,-0.49,0.816,0.323,-0.535,0.289,5.895,0.0
0.64,0.226,0.416,-0.792,-0.795,-0.238,-0.537,0.06,0.74,0.69,0.999,0.00543
0.412,-0.602,0.372,0.476,0.867,-0.897,0.189,-0.056,-0.735,-0.811,2.277,0.0
-0.051,0.797,0.802,-0.992,-0.054,-0.819,0.802,0.397,0.508,-0.885,0.864,0.68418
-0.943,0.873,-0.961,-0.012,0.082,0.873,0.343,0.797,-0.039,-0.584,1.813,0.00019
0.819,-0.906,-0.092,0.913,0.674,-0.384,-0.483,-0.395,-0.553,0.707,5.324,0.0
-0.231,-0.523,0.047,0.827,0.59,-0.214,-0.557,0.917,0.827,-0.42,2.234,0.0
-0.982,0.694,-0.568,0.043,0.513,0.037,-0.402,0.299,0.118,-0.219,4.953,0.0
0.733,0.601,0.239,0.393,0.736,0.635,0.758,0.735,0.294,-0.123,3.54,0.00144
0.593,0.104,0.461,0.736,0.827,-0.603,-0.626,0.776,-0.1,0.856,3.918,0.0
0.063,0.235,0.09,0.234,-0.614,-0.771,-0.83,0.33,0.942,-0.528,2.227,0.0
-0.468,0.523,0.143,-0.939,-0.092,0.33,-0.191,0.092,0.477,-0.192,0.956,0.0
0.773,-0.835,0.283,0.719,-0.5,0.231,0.395,0.65,-0.202,-0.224,3.811,0.0
-0.139,-0.04,-0.947,0.932,-0.282,-0.913,0.741,-0.042,0.231,-0.153,4.332,0.0
0.631,-0.781,0.557,0.062,0.897,0.593,-0.078,0.369,-0.435,-0.906,7.009,0.0
-0.733,-0.841,0.065,-0.743,-0.659,-0.899,0.668,0.741,0.191,0.419,5.674,0.0
0.225,-0.697,0.088,0.953,-0.291,-0.275,0.545,0.853,-0.251,-0.246,4.025,0.0
-0.515,0.914,0.535,0.169,-0.871,0.7,-0.034,-0.302,0.972,-0.819,0.571,0.297
0.666,-0.578,0.783,0.529,-0.749,-0.844,-0.583,-0.104,0.701,0.075,2.248,0.0
0.015,-0.358,0.124,-0.631,-0.457,0.296,0.412,-0.701,-0.842,0.583,5.232,0.0
0.326,0.443,0.904,0.755,0.894,-0.269,0.615,0.007,0.092,-0.031,2.948,0.0
-0.915,0.429,0.189,0.769,0.627,-0.414,-0.885,0.502,0.708,0.836,4.732,0.0
-0.081,-0.203,-0.016,-0.938,0.885,0.94,-0.574,0.624,-0.991,-0.17,5.21,0.0
0.319,0.842,-0.232,0.491,-0.716,0.96,-0.703,0.682,0.584,-0.766,5.903,0.0
-0.891,-0.207,-0.064,-0.852,-0.082,-0.499,-0.147,-0.904,0.699,-0.169,2.734,0.0
-0.886,0.1,-0.092,0.327,0.589,-0.232,0.775,-0.188,-0.607,-0.391,1.956,0.0
0.768,-0.436,-0.182,-0.189,0.835,-0.84,-0.069,0.464,0.311,0.414,5.581,0.0
-0.06,-0.255,-0.432,-0.868,0.299,-0.986,-0.951,0.881,0.895,0.437,0.571,0.01327
0.087,0.762,0.756,-0.78,-0.088,-0.157,-0.879,-0.615,0.034,-0.12,6.088,0.0
0.215,-0.013,0.586,-0.505,-0.542,-0.845,-0.476,0.249,0.128,-0.721,3.026,0.0
-0.302,-0.97,-0.987,0.592,-0.839,0.172,-0.584,-0.705,-0.399,0.93,5.053,0.0
-0.467,-0.318,-0.325,-0.388,-0.978,-0.264,0.203,0.772,-0.876,0.65,3.533,0.0
0.559,0.75,0.883,-0.238,0.35,0.315,0.072,-0.123,-0.178,-0.436,1.37,0.00367
0.069,-0.528,0.527,-0.054,0.44,0.896,-0.715,0.393,0.77,-0.069,5.167,0.0
0.773,0.713,-0.906,-0.008,-0.307,-0.123,0.881,-0.381,-0.733,0.405,2.448,0.0
-0.686,-0.7,-0.296,-0.883,0.709,0.935,0.426,0.185,0.41,-0.272,5.489,0.0
0.223,-0.168,0.163,0.183,0.893,-0.877,0.583,0.454,0.096,-0.433,4.561,0.0
-0.438,-0.678,-0.805,0.652,-0.167,0.848,-0.669,-0.307,-0.757,0.901,0.992,0.0
0.765,-0.984,-0.923,-0.591,0.714,-0.394,0.923,-0.985,-0.702,0.565,2.313,0.0
0.234,0.332,-0.013,-0.495,0.073,-0.098,-0.951,0.862,-0.136,0.97,0.871,0.01874
0.991,0.708,0.393,0.756,-0.596,0.955,0.369,-0.987,-0.271,0.227,3.262,0.0
-0.44,0.457,-0.79,-0.283,-0.988,0.637,-0.949,0.017,0.228,-0.959,2.263,0.0
-0.727,-0.615,-0.547,-0.917,-0.572,0.26,-0.843,0.855,-0.53,-0.505,2.998,0.0
0.152,-0.302,0.469,-0.697,0.588,-0.78,-0.923,0.986,0.571,0.864,1.642,3e-05
-0.493,0.018,-0.376,-0.058,-0.625,-0.373,0.908,-0.315,-0.338,-0.546,1.827,0.0
0.82,0.922,0.46,-0.449,0.653,-0.863,0.879,-0.018,0.824,-0.178,6.067,0.0
-0.088,0.216,0.137,-0.564,-0.051,-0.419,-0.18,0.337,0.357,0.602,3.083,0.0
0.803,0.325,0.478,-0.789,0.943,-0.281,-0.131,0.818,-0.479,-0.626,5.517,0.0
0.824,0.68,0.051,-0.09,-0.278,-0.226,-0.032,0.8,-0.704,0.758,4.939,0.0
-0.347,-0.103,0.324,0.353,-0.911,-0.074,0.429,-0.712,0.797,-0.166,3.754,0.0
-0.379,-0.949,-0.229,0.48,0.032,0.352,-0.947,0.37,-0.566,0.403,2.362,0.0
-0.765,0.143,0.256,-0.17,-0.053,-0.927,-0.347,0.923,-0.682,0.472,1.57,0.0
0.852,-0.137,0.413,-0.573,-0.163,-0.352,0.49,0.729,0.923,0.324,5.653,0.0
0.685,0.278,0.349,0.614,0.019,0.73,-0.145,-0.041,0.16,-0.57,4.511,0.0
-0.426,0.165,-0.66,-0.872,0.31,-0.233,0.805,0.344,-0.947,-0.97,3.24,0.0
0.46,0.773,-0.784,0.144,-0.76,0.261,-0.311,0.701,-0.851,0.119,4.882,0.0
-0.162,-0.655,-0.208,0.441,0.786,0.477,0.69,0.093,-0.825,0.837,5.346,0.0
-0.081,0.37,-0.25,-0.814,-0.38,0.263,-0.395,-0.058,-0.949,0.247,2.519,0.0
0.383,-0.73,-0.612,0.575,-0.763,-0.253,0.311,-0.669,-0.196,-0.404,4.054,0.0
-0.464,-0.73,-0.572,0.83,0.132,0.234,0.578,-0.202,-0.7,-0.083,3.362,0.0
-0.845,-0.855,-0.831,-0.822,-0.769,-0.24,0.008,-0.609,0.63,-0.244,3.861,0.0
0.584,-0.213,0.249,-0.07,0.662,-0.577,0.994,0.482,-0.189,-0.423,3.69,0.0
0.361,0.744,-0.75,-0.617,-0.46,0.052,0.098,-0.595,0.359,0.176,1.363,0.0
0.442,0.167,0.852,0.594,-0.877,-0.0,-0.16,0.196,-0.675,0.218,3.954,0.0
-0.796,0.16,-0.065,-0.805,-0.172,-0.361,-0.149,0.222,-0.288,0.148,2.213,0.0
-0.678,0.947,-0.293,0.416,0.911,0.892,0.972,0.674,0.725,0.276,1.442,0.99812
-0.644,0.545,-0.841,-0.572,0.34,-0.697,-0.032,-0.015,-0.647,0.355,6.416,0.0
0.354,0.65,-0.789,0.15,0.022,0.227,0.874,-0.41,0.275,-0.569,0.949,0.25277
0.78,0.887,0.048,0.559,0.886,0.014,0.992,-0.964,-0.259,0.544,5.282,0.0
0.995,0.859,0.077,-0.076,0.945,0.535,-0.228,0.546,0.976,-0.776,4.525,0.0
0.472,-0.161,-0.939,-0.485,0.299,-0.579,-0.142,-0.258,-0.98,-0.809,3.283,0.0
-0.934,-0.368,-0.401,-0.304,0.759,-0.824,0.915,0.601,-0.478,-0.999,0.635,0.0281
0.628,-0.104,-0.898,0.742,-0.524,0.196,0.571,-0.313,-0.358,0.335,6.181,0.0
-0.991,0.327,0.986,0.909,-0.702,0.384,0.741,0.366,-0.896,-0.672,1.135,0.00182
0.347,0.234,0.411,0.823,0.139,-0.642,0.215,-0.221,0.077,-0.186,1.556,0.0
-0.737,-0.558,0.942,0.809,-0.367,-0.598,-0.856,-0.441,-0.616,0.069,4.939,0.0
-0.18,-0.627,-0.181,0.819,-0.108,-0.622,-0.067,0.267,-0.638,-0.99,6.01,0.0
-0.071,-0.592,-0.251,-0.858,-0.627,0.409,-0.286,0.078,0.754,0.174,0.321,0.00505
-0.338,0.997,-0.373,-0.163,-0.899,-0.427,0.684,0.5,0.387,0.771,0.864,0.79174
-0.422,-0.552,0.219,0.803,-0.163,-0.065,-0.298,-0.909,0.874,-0.102,4.254,0.0
0.279,-0.139,0.619,-0.917,-0.845,0.806,0.803,0.294,-0.397,0.459,4.689,0.0
-0.551,0.893,0.009,-0.899,-0.188,0.192,-0.437,-0.727,-0.443,-0.873,6.838,0.0
0.754,-0.962,-0.685,-0.772,-0.05,-0.905,0.361,-0.669,0.917,0.249,6.367,0.0
-0.621,-0.679,-0.39,0.858,0.138,0.735,0.717,-0.086,0.227,-0.5,3.69,0.0
-0.549,0.381,0.267,-0.365,-0.616,-0.314,0.235,0.67,0.514,0.991,1.506,0.0166
-0.838,0.896,-0.237,-0.114,0.61,0.871,0.737,-0.776,-0.117,-0.811,3.433,0.0
-0.139,-0.519,0.601,-0.487,0.575,0.834,-0.121,0.165,-0.596,0.211,1.278,0.0
-0.874,0.97,0.558,0.279,-0.615,0.254,-0.867,-0.874,0.439,0.222,4.918,0.0
